Make,Model,Year,MSRP
Ford,Transit Wagon,2017,40770
Saab,9-5,2009,40765
Toyota,Tacoma,2017,40760
Lincoln,MKX,2016,40755
Lincoln,MKX,2017,40755
BMW,4 Series,2015,40750
BMW,4 Series,2015,40750
BMW,3 Series,2017,40750
Buick,Park Avenue,2005,40730
Audi,allroad,2014,40700
Audi,Q3,2016,40700
Nissan,Titan,2017,40700
Toyota,Tundra,2015,40685
Toyota,Tundra,2015,40685
Land Rover,Discovery,2004,40685
Buick,LaCrosse,2016,40675
Chevrolet,Impala,2015,40660
Toyota,Sienna,2015,40655
Infiniti,Q50,2017,40650
BMW,1 Series,2011,40650
Infiniti,EX,2013,40650
BMW,2 Series,2016,40650
Chrysler,Town and Country,2016,40645
Ford,F-150,2017,40635
Lincoln,Aviator,2005,40635
Ford,F-150,2016,40635
Chevrolet,Silverado 1500,2015,40620
Cadillac,CTS Coupe,2012,40615
Nissan,Murano,2015,40600
Nissan,Titan,2014,40580
Chevrolet,Silverado 1500,2017,40580
Lexus,ES 300h,2015,40580
Mercedes-Benz,C-Class,2015,40575
Chrysler,300,2015,40570
Acura,RDX,2017,40570
Acura,RDX,2016,40570
Volvo,XC70,2016,40550
Toyota,Tundra,2016,40535
Toyota,Tundra,2016,40535
BMW,X3,2015,40500
Hyundai,Genesis,2015,40500
Audi,A5,2016,40500
Volvo,S80,2015,40500
Buick,LaCrosse,2015,40500
Chevrolet,Silverado 1500,2016,40495
Dodge,Ram Pickup 1500,2010,40495
Volkswagen,Golf R,2017,40475
Lincoln,MKC,2016,40460
Volvo,C70,2012,40450
Hyundai,Santa Fe,2017,40450
Toyota,Avalon,2016,40450
Cadillac,ATS Coupe,2015,40445
Cadillac,ATS Coupe,2016,40445
Lexus,ES 350,2015,40440
Cadillac,Eldorado,2001,40436
Buick,Park Avenue,2004,40425
Mercedes-Benz,C-Class,2015,40400
Saab,9-7X,2008,40400
Kia,Sorento,2017,40400
Infiniti,Q50,2017,40400
Infiniti,G37 Coupe,2010,40400
Infiniti,G Coupe,2013,40400
Volvo,S60,2016,40400
Cadillac,ATS,2017,40395
Chevrolet,Silverado 1500,2017,40375
Nissan,Titan,2015,40370
Acura,RDX,2016,40370
Ford,F-150,2017,40365
Ford,F-150,2016,40365
Ford,Thunderbird,2003,40355
Volvo,XC60,2015,40350
Audi,TT,2015,40350
Land Rover,Discovery,2003,40350
BMW,3 Series,2016,40350
Chevrolet,Silverado 1500,2015,40320
Audi,A3,2017,40300
BMW,4 Series Gran Coupe,2015,40300
BMW,4 Series Gran Coupe,2015,40300
Chrysler,Town and Country,2015,40295
Lincoln,Aviator,2004,40290
Ford,Taurus,2016,40275
Dodge,Ram Pickup 1500,2009,40270
Volvo,XC60,2015,40250
Audi,allroad quattro,2005,40250
Audi,allroad quattro,2005,40250
BMW,3 Series,2017,40250
Nissan,350Z,2007,40250
Infiniti,G Sedan,2012,40250
Infiniti,G Coupe,2011,40250
Saab,9-4X,2011,40245
GMC,Envoy XL,2005,40235
Nissan,350Z,2009,40220
Ford,Taurus,2015,40220
Buick,Lucerne,2009,40205
Ford,Explorer,2015,40200
Lexus,IS 300,2017,40200
Infiniti,G Sedan,2011,40200
Chevrolet,Avalanche,2012,40195
Acura,RDX,2015,40195
Toyota,Highlander,2015,40190
Lincoln,LS,2005,40190
Ford,Flex,2017,40180
Mazda,CX-9,2016,40170
Lexus,RC 200t,2017,40155
Audi,A3,2017,40150
Buick,LaCrosse,2016,40145
Dodge,Challenger,2017,40140
Nissan,Murano,2016,40130
Audi,A4,2016,40100
Kia,Sorento,2016,40100
Audi,A3,2016,40100
Chevrolet,Silverado 1500,2015,40100
Ford,Edge,2015,40095
Dodge,Durango,2017,40095
Chevrolet,Silverado 1500,2016,40090
Ford,F-150,2017,40070
Ford,F-150,2016,40070
Ford,F-150,2016,40065
Lexus,IS 350,2015,40065
Ford,F-150,2017,40065
Volvo,XC60,2015,40050
Ford,F-150,2015,40050
GMC,Sierra 1500,2015,40045
Nissan,Maxima,2017,40040
GMC,Sierra 1500,2017,40025
Honda,Pilot,2015,40020
GMC,Sierra 1500 Hybrid,2012,40010
Infiniti,Q50,2015,40000
Dodge,Charger,2017,39995
Subaru,WRX,2016,39995
Dodge,Durango,2015,39995
Dodge,Charger,2015,39995
Subaru,WRX,2016,39995
Dodge,Charger,2016,39995
Kia,Borrego,2009,39995
Subaru,WRX,2017,39995
Lexus,RC 200t,2016,39995
Subaru,WRX,2017,39995
Cadillac,ATS Coupe,2017,39995
Saab,9-3,2011,39990
Saab,9-3,2010,39990
Toyota,Avalon,2015,39980
Lincoln,LS,2004,39970
Buick,LaCrosse,2015,39970
Chevrolet,Silverado 1500,2017,39965
Nissan,Maxima,2016,39960
Infiniti,G Sedan,2011,39950
Audi,allroad quattro,2003,39950
Audi,allroad quattro,2004,39950
Audi,allroad quattro,2004,39950
Volvo,C70,2011,39950
Toyota,Venza,2015,39940
Toyota,Sienna,2016,39930
Kia,Sorento,2016,39900
Kia,Sorento,2015,39900
Infiniti,Q50,2016,39900
Volvo,S80,2014,39900
Mercedes-Benz,GLK-Class,2015,39900
Kia,Sedona,2016,39900
Mercedes-Benz,B-Class Electric Drive,2017,39900
Lincoln,Continental,2002,39895
Dodge,Charger,2017,39890
Dodge,Challenger,2017,39890
Volkswagen,Routan,2012,39890
GMC,Sierra 1500,2017,39870
Honda,Pilot,2017,39855
BMW,3 Series,2016,39850
Chevrolet,Avalanche,2012,39850
Mercedes-Benz,C-Class,2017,39850
Volvo,XC60,2016,39850
Lexus,HS 250h,2012,39800
Nissan,Titan,2014,39780
Honda,Accord Plug-In Hybrid,2014,39780
Dodge,Ram Pickup 1500,2008,39780
Toyota,Sienna,2015,39780
Lincoln,Continental,2002,39775
Acura,TL,2014,39760
Ford,Flex,2016,39750
Audi,A3,2016,39750
Ford,Transit Wagon,2016,39735
Buick,Park Avenue,2003,39725
Lexus,NX 300h,2015,39720
Lexus,NX 300h,2017,39720
Lexus,NX 300h,2016,39720
Kia,Sedona,2015,39700
Lexus,IS 300,2016,39700
Volvo,XC90,2014,39700
Audi,A4,2015,39700
Chevrolet,Silverado 1500,2016,39685
Land Rover,Defender,1997,39669
Lincoln,Continental,2001,39660
Volvo,XC60,2015,39650
Saab,9-5,2009,39650
Infiniti,Q50,2016,39650
Ford,Flex,2015,39650
Chevrolet,Silverado 1500 Hybrid,2012,39640
Acura,TL,2013,39635
Nissan,350Z,2008,39630
Volkswagen,Tiguan,2015,39625
Lexus,IS 350,2014,39615
Ford,F-150,2015,39610
Volvo,V60,2016,39600
Audi,A3,2016,39600
BMW,1 Series,2013,39600
Dodge,Durango,2016,39595
Toyota,4Runner,2016,39595
Lincoln,MKC,2016,39585
Acura,TL,2014,39580
Chevrolet,Silverado 1500,2017,39580
Ford,Transit Wagon,2016,39580
Toyota,Venza,2014,39570
Buick,Envision,2017,39570
HUMMER,H3,2008,39560
Infiniti,FX35,2008,39550
Volkswagen,Eos,2015,39545
Chevrolet,Silverado 1500,2015,39540
GMC,Sierra 1500,2016,39535
Chevrolet,Silverado 1500,2015,39510
Lincoln,MKZ,2017,39510
Lincoln,MKZ,2017,39510
Chevrolet,Camaro,2015,39505
Toyota,Sienna,2017,39505
BMW,3 Series,2015,39500
Mercedes-Benz,C-Class,2017,39500
Toyota,Tundra,2015,39500
BMW,3 Series,2015,39500
Infiniti,EX,2012,39500
Cadillac,CTS Coupe,2014,39495
Dodge,Durango,2015,39495
Saab,9-3 Griffin,2012,39490
Ford,F-150,2015,39485
Lincoln,MKC,2017,39485
Lincoln,Aviator,2003,39485
Mercedes-Benz,GLK-Class,2014,39480
Ford,Transit Wagon,2017,39475
Ford,Transit Wagon,2017,39460
Honda,Pilot,2016,39455
Acura,TL,2013,39455
Volvo,S60,2016,39450
Acura,TL,2012,39435
Chevrolet,Silverado 1500,2015,39420
Ford,Thunderbird,2005,39415
Chevrolet,Avalanche,2011,39405
Acura,TLX,2017,39400
Mercedes-Benz,GLK-Class,2015,39400
Saab,9-5,2009,39400
Hyundai,Santa Fe,2017,39400
Audi,A4,2017,39400
Mercedes-Benz,C-Class,2015,39400
Volkswagen,Routan,2011,39390
GMC,Sierra 1500,2016,39380
Acura,TLX,2016,39375
Acura,TLX,2015,39375
Volkswagen,Golf R,2017,39375
Chevrolet,Avalanche,2011,39350
Cadillac,ATS,2015,39340
Cadillac,ATS,2016,39340
Ford,Transit Wagon,2015,39330
Chevrolet,TrailBlazer,2009,39330
Ford,Thunderbird,2003,39310
Ford,F-150,2015,39310
Ford,Transit Wagon,2017,39310
Hyundai,Azera,2017,39300
Audi,Q5,2015,39300
BMW,1 Series,2012,39300
Volkswagen,Touareg 2,2008,39300
Hyundai,Azera,2016,39300
Volkswagen,Touareg 2,2009,39300
Audi,A3,2016,39300
HUMMER,H3,2008,39290
Lincoln,LS,2006,39285
Toyota,Tundra,2017,39280
Chevrolet,Silverado 1500,2017,39280
Toyota,Tundra,2017,39280
Chevrolet,Silverado 1500,2016,39275
Mercedes-Benz,C-Class,2016,39275
Acura,TSX,2014,39275
Acura,RDX,2017,39270
Nissan,370Z,2016,39270
Nissan,370Z,2015,39270
Nissan,370Z,2017,39270
Acura,TL,2012,39255
Honda,Pilot,2017,39255
Honda,Pilot,2017,39255
Infiniti,G Coupe,2012,39250
BMW,X3,2017,39250
Infiniti,EX,2013,39250
Volvo,S60,2015,39250
Chevrolet,SSR,2006,39240
Chevrolet,Silverado 1500,2015,39240
Chevrolet,Silverado 1500,2017,39230
Nissan,350Z,2009,39220
HUMMER,H3T,2010,39205
Cadillac,CTS Wagon,2013,39205
Audi,Q3,2017,39200
Saab,9-7X,2007,39190
Chevrolet,Silverado 1500,2017,39185
Nissan,Murano,2017,39180
Nissan,Murano,2016,39180
GMC,Sierra 1500,2017,39160
Mercedes-Benz,GLC-Class,2017,39150
Acura,TSX,2013,39150
Infiniti,G37 Coupe,2010,39150
Chrysler,Crossfire,2008,39130
GMC,Sierra 1500 Classic,2007,39125
Audi,A4,2016,39100
Lexus,HS 250h,2011,39100
BMW,X1,2015,39100
Land Rover,LR2,2014,39100
Land Rover,LR2,2015,39100
GMC,Sierra 1500 Hybrid,2011,39095
Mercedes-Benz,GLK-Class,2013,39090
Volkswagen,Golf R,2015,39090
Lexus,IS 250,2015,39085
Ford,Transit Wagon,2015,39080
Acura,RDX,2016,39070
Buick,Enclave,2016,39065
Buick,Enclave,2017,39065
Mercedes-Benz,C-Class,2015,39050
Buick,Enclave,2015,39050
Dodge,Ram Pickup 1500,2010,39035
Chevrolet,Black Diamond Avalanche,2013,39030
Toyota,Venza,2013,39020
Cadillac,CTS Wagon,2012,39015
Lincoln,MKS,2016,39010
Nissan,Murano,2015,39000
BMW,3 Series,2015,39000
Mitsubishi,Lancer Evolution,2015,38995
Volkswagen,Golf R,2016,38995
Dodge,Challenger,2016,38995
Cadillac,XT5,2017,38995
Subaru,WRX,2016,38995
Kia,Cadenza,2017,38990
Chevrolet,Silverado 1500,2017,38980
Mercedes-Benz,GLK-Class,2014,38980
Honda,Pilot,2015,38970
GMC,Sierra 1500,2015,38965
Chrysler,Crossfire,2007,38955
Infiniti,Q50,2015,38950
BMW,2 Series,2017,38950
Mercedes-Benz,C-Class,2016,38950
Mercedes-Benz,GLC-Class,2016,38950
Infiniti,Q60 Coupe,2017,38950
BMW,X3,2016,38950
Lincoln,Mark LT,2008,38915
Cadillac,CTS Coupe,2013,38905
Buick,LaCrosse,2016,38905
Lincoln,MKX,2015,38900
Nissan,350Z,2007,38900
Volvo,S60,2016,38900
Land Rover,LR2,2013,38900
Lexus,ES 350,2017,38900
Chevrolet,Silverado 1500,2016,38890
Lexus,GS 300,2004,38875
Lexus,GS 300,2005,38875
GMC,Sierra 1500,2017,38860
Honda,Pilot,2016,38855
Honda,Pilot,2016,38855
Toyota,4Runner,2015,38855
Lincoln,MKS,2015,38850
Lincoln,MKS,2014,38850
Volvo,XC60,2015,38850
GMC,Sierra 1500,2015,38840
Chevrolet,Avalanche,2010,38830
Infiniti,EX,2011,38800
Toyota,Tacoma,2017,38795
Dodge,Challenger,2015,38795
Acura,RDX,2015,38795
Lincoln,Continental,2002,38790
Toyota,Highlander,2016,38775
GMC,Acadia,2016,38755
Hyundai,Genesis,2016,38750
BMW,3 Series,2017,38750
Chevrolet,Silverado 1500,2016,38740
Buick,LaCrosse,2015,38730
Nissan,Murano,2017,38730
Nissan,Murano,2016,38730
Chevrolet,Silverado 1500 Hybrid,2011,38725
Cadillac,CTS Coupe,2012,38715
Ford,Taurus,2017,38705
Toyota,Avalon Hybrid,2017,38700
Audi,A4,2017,38700
Hyundai,Santa Fe,2017,38700
Infiniti,G37,2009,38700
Chevrolet,Silverado 1500,2016,38695
Land Rover,Discovery,2004,38685
Lincoln,Mark LT,2006,38680
Nissan,350Z,2008,38680
Toyota,Tundra,2016,38670
GMC,Envoy,2009,38670
Toyota,Tundra,2016,38670
Chrysler,300,2017,38670
GMC,Sierra 1500,2016,38670
Buick,LaCrosse,2017,38665
GMC,Sierra 1500,2015,38665
Acura,TSX,2012,38650
Chevrolet,Traverse,2017,38650
Lincoln,MKZ,2017,38650
BMW,2 Series,2016,38650
Toyota,4Runner,2014,38645
Lexus,IS 250,2014,38635
Chrysler,300,2017,38635
Chevrolet,Silverado 1500,2015,38635
Nissan,350Z,2008,38630
Chevrolet,Black Diamond Avalanche,2013,38625
Ford,Fusion,2017,38620
Lincoln,Mark LT,2008,38615
Toyota,Sienna,2016,38605
Volvo,XC70,2016,38600
Infiniti,QX50,2015,38600
Audi,A3,2015,38600
Volkswagen,Routan,2010,38600
Volkswagen,Routan,2010,38600
Kia,Sorento,2017,38600
Infiniti,G Coupe,2011,38600
Audi,Q3,2016,38600
Chrysler,300,2016,38590
Chevrolet,Silverado 1500,2016,38590
Mercedes-Benz,GLK-Class,2013,38590
Lexus,NX 200t,2017,38585
Honda,Pilot,2015,38570
Toyota,4Runner,2016,38565
GMC,Acadia,2015,38555
Chrysler,300,2016,38555
Toyota,Sienna,2017,38555
Nissan,Murano,2015,38550
Chrysler,Crossfire,2006,38545
GMC,Sierra 1500,2015,38540
Saab,9-5,2011,38525
Toyota,Sienna,2017,38520
Nissan,Armada,2015,38510
Chevrolet,Traverse,2016,38505
Audi,Q3,2015,38500
Audi,A4,2015,38500
BMW,X3,2015,38500
Infiniti,G Sedan,2012,38500
Kia,Sorento,2015,38500
Subaru,WRX,2015,38495
Ford,Thunderbird,2004,38480
Toyota,Tundra,2017,38470
Toyota,Tundra,2017,38470
Lexus,NX 200t,2016,38465
Toyota,Sienna,2015,38455
Chrysler,Town and Country,2016,38445
Lincoln,Mark LT,2007,38425
Infiniti,Q50,2017,38400
Mercedes-Benz,C-Class,2015,38400
Cadillac,ATS,2017,38395
Saab,9-5,2009,38380
Nissan,370Z,2016,38370
GMC,Sierra 1500,2016,38370
Nissan,370Z,2017,38370
Nissan,370Z,2015,38370
GMC,Sierra C3,2001,38370
Acura,RDX,2017,38370
HUMMER,H3,2010,38365
Ford,Thunderbird,2005,38355
GMC,Acadia,2017,38350
Audi,A3,2015,38350
BMW,3 Series,2016,38350
Land Rover,Discovery,2003,38350
BMW,3 Series,2016,38350
Chevrolet,Silverado 1500,2015,38335
Ford,F-150,2017,38325
Volkswagen,Eos,2014,38325
Ford,F-150,2016,38325
Saab,9-3,2009,38305
Kia,Sorento,2016,38300
Infiniti,EX,2013,38300
Volvo,S60,2016,38300
Chevrolet,Traverse,2015,38295
Chevrolet,Silverado 1500,2016,38290
Ford,Transit Wagon,2016,38285
Ford,Transit Wagon,2016,38270
Lincoln,MKX,2016,38260
Lincoln,MKX,2017,38260
Honda,Pilot,2017,38255
Hyundai,Santa Fe Sport,2017,38250
Ford,F-150,2016,38250
Ford,F-150,2017,38250
Ford,Flex,2017,38230
Ford,F-150,2017,38215
Ford,F-150,2016,38215
Hyundai,Azera,2015,38200
Ford,Explorer,2015,38200
Buick,LaCrosse,2016,38200
Mitsubishi,Lancer Evolution,2014,38195
Subaru,Outback,2017,38195
Lincoln,Continental,2002,38185
Toyota,Tacoma,2016,38180
Chrysler,300,2017,38175
Nissan,Titan,2015,38170
Acura,RDX,2016,38170
Ford,Transit Wagon,2017,38165
GMC,Envoy XL,2005,38160
Volvo,S60,2015,38150
Audi,A3,2015,38150
Lincoln,MKC,2017,38125
Lincoln,Mark LT,2007,38125
GMC,Envoy XL,2004,38120
Ford,Transit Wagon,2016,38120
Toyota,Venza,2014,38120
Dodge,Ram Pickup 1500,2009,38120
Saab,9-3,2011,38115
Saab,9-3,2010,38115
GMC,Sierra 1500,2017,38115
GMC,Canyon,2016,38110
Dodge,Magnum,2008,38105
Volvo,V60,2017,38100
Ford,Edge,2015,38100
Dodge,Ram Pickup 1500,2008,38100
Toyota,Avalon Hybrid,2016,38100
Infiniti,EX,2012,38100
Nissan,Pathfinder,2016,38100
Lexus,ES 350,2016,38100
Volvo,V60,2016,38100
Volvo,XC60,2016,38100
Chrysler,300,2016,38095
Volkswagen,CC,2015,38085
Volkswagen,CC,2015,38085
Nissan,350Z,2007,38070
Chrysler,300,2015,38070
Honda,Pilot,2017,38055
Infiniti,FX35,2008,38050
Honda,Odyssey,2016,38050
Toyota,Highlander,2015,38050
Buick,LaCrosse,2015,38025
Toyota,Tundra,2016,38020
Toyota,Tundra,2016,38020
Ford,Transit Wagon,2017,38015
Audi,A4,2016,38000
Audi,A4,2016,38000
Volvo,V70,2010,38000
Hyundai,Genesis,2015,38000
Cadillac,ATS Coupe,2016,37995
Dodge,Challenger,2016,37995
Kia,Borrego,2009,37995
Honda,S2000,2009,37995
Mitsubishi,Lancer Evolution,2015,37995
Cadillac,ATS Coupe,2015,37995
Dodge,Challenger,2017,37995
Dodge,Challenger,2015,37995
Lexus,NX 200t,2015,37980
Nissan,370Z,2015,37970
Nissan,370Z,2017,37970
Nissan,370Z,2016,37970
Chrysler,Town and Country,2015,37945
BMW,Z3,2002,37900
Nissan,Pathfinder,2015,37900
Volvo,XC60,2015,37900
BMW,Z3,2001,37900
Nissan,350Z,2007,37900
Mercedes-Benz,GLK-Class,2015,37900
Volkswagen,Golf R,2016,37895
Chrysler,Pacifica,2017,37895
Mitsubishi,Lancer Evolution,2013,37895
Volkswagen,Routan,2012,37890
Nissan,Maxima,2017,37870
Nissan,350Z,2009,37870
Ford,Thunderbird,2003,37855
Honda,Pilot,2016,37855
Audi,A4,2017,37850
Subaru,Impreza WRX,2014,37845
Chevrolet,Silverado 1500,2017,37835
Lexus,IS 200t,2017,37825
Toyota,4Runner,2015,37825
Volkswagen,CC,2016,37820
Volkswagen,CC,2017,37820
Volkswagen,CC,2017,37820
Volkswagen,CC,2017,37820
Volkswagen,CC,2017,37820
Volkswagen,CC,2016,37820
Volkswagen,CC,2016,37820
Volkswagen,CC,2016,37820
Ford,F-150,2015,37815
GMC,Canyon,2016,37810
Nissan,Titan,2017,37810
Saab,9-3,2009,37810
Infiniti,G Coupe,2012,37800
Ford,Flex,2016,37800
Toyota,Avalon Hybrid,2015,37800
GMC,Sierra 1500,2015,37800
Dodge,Magnum,2007,37795
Nissan,Pathfinder,2017,37790
Honda,Odyssey,2015,37775
Mazda,CX-9,2016,37770
Lexus,RX 330,2006,37770
Nissan,Maxima,2016,37770
Chrysler,300,2016,37755
Nissan,350Z,2008,37740
Honda,Ridgeline,2017,37730
Chevrolet,Silverado 1500,2015,37730
Chevrolet,TrailBlazer,2008,37725
Buick,Envision,2017,37720
Buick,Envision,2017,37720
BMW,Z3,2002,37700
BMW,Z3,2001,37700
Lexus,ES 350,2015,37700
Ford,Flex,2015,37700
Audi,A3,2016,37700
Land Rover,Discovery Sport,2017,37695
Subaru,B9 Tribeca,2006,37695
Subaru,B9 Tribeca,2006,37695
Chevrolet,Silverado 1500,2015,37680
Chevrolet,Impala,2017,37675
Nissan,Titan,2017,37670
Chevrolet,Silverado 1500,2017,37670
Ford,F-150,2015,37665
Honda,Pilot,2016,37655
Toyota,Sienna,2016,37655
Volkswagen,Tiguan,2015,37650
Toyota,Avalon,2017,37650
Volvo,V60,2016,37650
Infiniti,Q50,2016,37650
Honda,Odyssey,2016,37650
Subaru,Impreza WRX,2013,37645
Toyota,Tundra,2015,37635
Ford,F-150,2015,37630
GMC,Sierra 1500,2016,37625
Toyota,Sienna,2016,37620
Toyota,Tacoma,2015,37615
Toyota,4Runner,2014,37615
Pontiac,G8,2009,37610
Cadillac,SRX,2016,37605
Cadillac,SRX,2015,37605
GMC,Envoy XL,2006,37600
Audi,A3,2017,37600
Audi,A4,2015,37600
Audi,A4,2015,37600
Ford,Edge,2015,37595
Cadillac,ATS Coupe,2017,37595
Ford,Edge,2017,37595
Ford,Edge,2016,37595
Nissan,Armada,2014,37590
Nissan,Titan,2014,37580
Ford,Transit Wagon,2015,37580
Chrysler,300,2015,37570
Toyota,Venza,2013,37570
Chevrolet,Impala,2016,37570
Ford,Transit Wagon,2015,37570
GMC,Sierra 1500,2017,37560
Volvo,XC70,2015,37550
Chevrolet,Impala,2015,37535
Acura,TL,2014,37530
Lexus,IS 250,2013,37525
Cadillac,SRX,2014,37505
Honda,Ridgeline,2014,37505
Honda,Ridgeline,2014,37505
BMW,3 Series,2015,37500
BMW,3 Series,2015,37500
Infiniti,G37 Coupe,2010,37500
GMC,Savana,2016,37500
GMC,Sierra 1500,2015,37500
Chevrolet,Express,2016,37500
Dodge,Durango,2017,37495
Mercedes-Benz,GLK-Class,2014,37480
Land Rover,Discovery Sport,2016,37455
Honda,Pilot,2017,37455
Honda,Pilot,2017,37455
Volvo,V60,2015,37450
Audi,A3,2017,37450
Toyota,Sienna,2015,37445
Ford,Thunderbird,2004,37435
Chevrolet,Silverado 1500,2017,37430
Lexus,RX 330,2005,37425
Chevrolet,Silverado 1500,2017,37425
Lexus,HS 250h,2010,37420
Ford,Transit Wagon,2015,37420
Acura,TL,2013,37405
Infiniti,EX35,2010,37400
Infiniti,EX,2011,37400
Toyota,Sienna,2015,37400
Infiniti,EX35,2009,37400
Infiniti,G Sedan,2011,37400
Subaru,WRX,2015,37395
Dodge,Challenger,2017,37390
Honda,Crosstour,2015,37390
Volkswagen,Routan,2011,37390
Chevrolet,Silverado 1500,2015,37380
Honda,Ridgeline,2013,37380
Honda,Odyssey,2015,37375
Chevrolet,Silverado 1500,2017,37370
Honda,Pilot,2015,37370
Chevrolet,Silverado 1500,2016,37345
Chrysler,Town and Country,2016,37345
Chevrolet,Silverado 1500,2017,37340
Cadillac,ATS,2016,37340
Cadillac,ATS,2015,37340
Lexus,IS 200t,2016,37325
Nissan,Titan,2014,37320
Dodge,Magnum,2006,37320
Ford,E-Series Wagon,2014,37320
Toyota,Highlander,2016,37315
Chevrolet,Camaro,2015,37305
Honda,S2000,2008,37300
Audi,A4,2017,37300
Subaru,B9 Tribeca,2007,37295
Subaru,B9 Tribeca,2007,37295
Nissan,350Z,2008,37280
Saab,9-4X,2011,37250
GMC,Canyon,2015,37250
Volvo,V60,2015,37250
Toyota,Avalon Hybrid,2017,37250
Volvo,XC60,2015,37250
Cadillac,ATS,2016,37245
Cadillac,ATS,2015,37245
Honda,Crosstour,2014,37240
GMC,Terrain,2015,37240
BMW,1 Series,2013,37200
Infiniti,EX,2012,37200
Infiniti,QX50,2015,37200
BMW,1 Series,2013,37200
Toyota,Tundra,2017,37200
Chevrolet,TrailBlazer,2009,37195
GMC,Envoy,2007,37190
Lexus,NX 200t,2017,37185
Toyota,Avalon,2015,37170
GMC,Savana,2016,37155
Chevrolet,Express,2016,37155
Infiniti,Q50,2015,37150
Infiniti,G Coupe,2011,37150
Infiniti,G Sedan,2013,37150
Land Rover,Discovery Series II,2002,37150
Ford,F-150,2017,37140
Ford,F-150,2016,37140
Saab,9-3,2009,37140
Nissan,Murano,2017,37130
Nissan,Murano,2016,37130
Chevrolet,Silverado 1500,2015,37125
Chevrolet,TrailBlazer,2007,37125
Ford,Transit Wagon,2017,37120
Saab,9-3 Griffin,2012,37115
Saab,9-3 Griffin,2012,37115
Chrysler,Aspen,2009,37115
GMC,Envoy,2008,37105
Nissan,350Z,2007,37100
Volvo,XC70,2016,37100
Mercedes-Benz,GLK-Class,2013,37090
Nissan,Maxima,2017,37090
Lincoln,MKC,2016,37090
Honda,Crosstour,2013,37090
Lincoln,MKZ,2016,37080
Lincoln,MKZ,2015,37080
Nissan,370Z,2016,37070
GMC,Sierra 1500,2016,37070
GMC,Acadia,2017,37070
Nissan,370Z,2015,37070
Acura,RDX,2017,37070
Nissan,370Z,2017,37070
Land Rover,Discovery Sport,2015,37070
Lexus,NX 200t,2016,37065
Buick,Cascada,2017,37065
Honda,Pilot,2016,37055
Honda,Pilot,2016,37055
Toyota,Avalon,2016,37050
Chevrolet,Silverado 1500,2015,37045
Toyota,Tundra,2015,37030
Toyota,Tundra,2015,37030
Lexus,HS 250h,2012,37030
Ford,Fusion Hybrid,2017,37020
Saab,9-3,2010,37020
Saab,9-3,2011,37020
Infiniti,G37,2009,37000
Audi,A4,2016,37000
Infiniti,G37 Sedan,2010,37000
Dodge,Durango,2016,36995
Honda,S2000,2009,36995
Nissan,Maxima,2016,36990
Lincoln,LS,2005,36990
Nissan,Titan,2015,36990
Chevrolet,Silverado 1500,2016,36980
Dodge,Ram Pickup 1500,2008,36980
Ford,Transit Wagon,2016,36975
Saab,9-3,2010,36975
Saab,9-3,2011,36975
Honda,Pilot,2015,36970
Honda,Pilot,2015,36970
GMC,Canyon,2015,36950
Nissan,Murano,2015,36950
Chevrolet,Silverado 1500,2016,36940
Chevrolet,Silverado 1500,2016,36935
Land Rover,Defender,1997,36931
Lexus,RX 300,2003,36925
Toyota,4Runner,2016,36915
Chevrolet,Camaro,2017,36905
Audi,A3,2016,36900
Infiniti,EX,2013,36900
Infiniti,G Sedan,2012,36900
Kia,Sedona,2017,36900
Volvo,XC70,2015,36900
BMW,1 Series,2012,36900
Lincoln,MKZ,2017,36900
Dodge,Charger,2016,36895
Dodge,Durango,2015,36895
Dodge,Challenger,2017,36890
Dodge,Ram Pickup 1500,2010,36880
Acura,RDX,2017,36870
Nissan,350Z,2009,36870
Acura,RDX,2016,36870
Ford,Taurus,2017,36855
Chevrolet,Silverado 1500,2016,36850
Infiniti,EX35,2008,36850
Nissan,Titan,2014,36840
Volkswagen,Passat,2016,36835
Ford,Transit Wagon,2016,36825
Chevrolet,Silverado 1500,2015,36825
Ford,Thunderbird,2003,36815
Volvo,S60,2017,36800
Volvo,S60,2016,36800
Chevrolet,Camaro,2016,36800
Chevrolet,Avalanche,2012,36800
Oldsmobile,Silhouette,2004,36795
Nissan,Leaf,2016,36790
Lincoln,LS,2004,36770
Lincoln,MKZ,2017,36760
Lincoln,MKZ,2017,36760
Volkswagen,Golf R,2017,36755
GMC,Acadia,2016,36755
Volkswagen,Golf R,2016,36750
Chevrolet,Silverado 1500,2015,36745
Nissan,350Z,2008,36740
GMC,Sierra 1500,2017,36720
Chevrolet,Express,2016,36715
GMC,Savana,2016,36715
Toyota,Tacoma,2015,36705
Hyundai,Santa Fe,2017,36700
Audi,A3,2016,36700
Chevrolet,Express,2015,36700
Kia,Sorento,2015,36700
GMC,Savana,2015,36700
Toyota,4Runner,2016,36690
Chevrolet,Silverado 1500,2016,36680
Lexus,RX 330,2004,36675
Acura,RDX,2016,36670
Infiniti,G37,2009,36650
Chevrolet,Traverse,2017,36650
Toyota,Avalon Hybrid,2016,36650
Ford,Mustang,2017,36645
Toyota,Tacoma,2015,36635
Mazda,CX-9,2015,36625
Mazda,CX-9,2014,36625
Honda,Fit EV,2013,36625
Honda,Fit EV,2014,36625
Chevrolet,Bolt EV,2017,36620
Ford,Fusion,2017,36620
Land Rover,LR2,2014,36600
